allele	other_allele	ct	etat	info	ct2	ct3	ct4			
SCR12	SCR29	0.0246577195443869	Dom	D	0.0652806436747779	0.134089316203973	0.14392252243282			
SCR12	SCR29	0.0729012420778726	Dom	D	0.193004061019004	0.396438838678718	0.425510989750934			
SCR13	SCR01	0.0369634178300889	Dom	D	0.418599727704346	0.568063299176234	0.542907390444402			
SCR13	SCR01	0.034532675038645	Dom	D	0.391072287593289	0.530707019626985	0.507205382805105			
SCR13	SCR01	0.0396752490264616	Dom	D	0.449310410509703	0.609739417529297	0.582737938715562			
SCR13	SCR01	0.00384475792039706	Dom	D	0.043540741442401	0.0590872272373265	0.056470629936014			
SCR13	SCR01	0.00280260780651779	Dom	D	0.0317387009519298	0.0430711966135231	0.0411638473928433			
SCR13	SCR01	0.00457795790865472	Dom	D	0.0518440135274745	0.0703552329774932	0.0672396474042743			
SCR13	SCR02	0.0254166819334479	Unk	D*	0.287836373394794	0.390610096165792	0.373312460597489			
SCR13	SCR02	0.0661988213208702	Unk	D*	0.749681988463409	1.01736048906441	0.972308066830151			
SCR13	SCR02	0.0883025367283467	Unk	D*	1	1.35705606473173	1.29696068705485			
SCR13	SCR02	0.010699800599153	Unk	D*	0.121172063630174	0.164437283825387	0.157155402897645			
SCR13	SCR02	0.00927275035290485	Unk	D*	0.105011143467276	0.142506009106681	0.136195324779734			
SCR13	SCR02	0.00816798733915792	Unk	D*	0.0925000304836752	0.125527727355742	0.119968903088702			
SCR13	SCR04	0.0606210389856016	Dom	D	0.686515260281771	0.931639697496261	0.890383303648686			
SCR13	SCR04	0.0553974119706252	Dom	D	0.627359235907904	0.851361655854286	0.813660265633321			
SCR13	SCR04	0.0425810641829406	Dom	D	0.482217904044328	0.654396731205579	0.625417664139482			
SCR13	SCR04	0.0799983752234861	Dom	D	0.905957837537471	1.22943557782147	1.17499169941533			
SCR13	SCR04	0.076269869820453	Dom	D	0.863733621323803	1.17213494913017	1.12022855094449			
SCR13	SCR04	0.0755473701415321	Dom	D	0.855551527063662	1.16103138849224	1.10961669635131			
SCR13	SCR10	0.0180998348960331	Dom	D	0.204975254014676	0.278162911580543	0.265844846276117			
SCR13	SCR10	0.0135747697309865	Dom	D	0.153730235097864	0.208620547872191	0.199382071333629			
SCR13	SCR10	0.0135770413559027	Dom	D	0.1537559605753	0.208655458787365	0.19941543626652			
SCR13	SCR10	0.0126037774878457	Dom	D	0.142734036357527	0.193698089682621	0.18512043386037			
SCR13	SCR10	0.00596484012795125	Dom	D	0.0675500427162296	0.0916691951409469	0.0876097498118257			
SCR13	SCR10	0.00529865404293435	Dom	D	0.0600056831802589	0.0814310762781413	0.0778250120846644			
SCR13	SCR12	0.0817738622412761	Dom	D	0.926064700642119	1.25672171834036	1.20106951040205			
SCR13	SCR12	0.0712074301301491	Dom	D	0.806402995524479	1.09433407569433	1.04587298311852			
SCR13	SCR12	0.055191683974121	Dom	D	0.625029427454755	0.848199975163277	0.810638595661219			
SCR13	SCR12	0.00345285949432527	Dom	D	0.039102608172488	0.0530644315673034	0.0507145455610267			
SCR13	SCR12	0.00281614233818293	Dom	D	0.0318919755028838	0.0432791987724643	0.0413626384597567			
SCR13	SCR12	0.00123564960803265	Dom	D	0.0139933647867217	0.0189897805498242	0.0181488440079958			
SCR13	SCR20	0.0373780327930493	Dom	C	0.423295119007043	0.574435208419848	0.54899712837434			
SCR13	SCR20	0.0366151677138007	Dom	C	0.414655898577901	0.562711301941926	0.537792399110941			
SCR13	SCR20	0.0382847647178959	Dom	C	0.433563588729901	0.588370097532767	0.5623149299211			
SCR13	SCR20	0.0072022268065681	Dom	C	0.0815630793113564	0.110685671437671	0.105784107381966			
SCR13	SCR20	0.00646317005859339	Dom	C	0.073193481162117	0.0993276575098787	0.0949290676159556			
SCR13	SCR20	0.00745396872190306	Dom	C	0.0844139817277775	0.114554505851834	0.109481615738694			
SCR13	SCR29	0.064928693956104	Dom	D	0.735298173322587	0.997840845493581	0.95365282406264			
SCR13	SCR29	0.0766803110783629	Dom	D	0.868381746656516	1.17844271580256	1.12625698676953			
SCR13	SCR29	0.0810524721656881	Dom	D	0.917895172310138	1.24563521037145	1.19047395332369			
SCR13	SCR29	0.0177627652068127	Dom	D	0.201158039903859	0.272982738021079	0.260894069640316			
SCR13	SCR29	0.0155709416066854	Dom	D	0.176336288668441	0.239298229969794	0.228701234104124			
SCR13	SCR29	0.0166885220007477	Dom	D	0.188992554676975	0.256473492513533	0.245115913562102			
SCR20	Hom	0.153878757074537	Dom	H	0.249204267919828	0.740868223800586	1.48836772374825			
SCR20	Hom	0.00235496560093839	Dom	H	0.00381383037993969	0.0113382718644756	0.0227780289990015			
SCR20	Hom	0.291523831530476	Dom	H	0.472118337832331	1.40357738369895	2.81971774273697			
SCR20	Hom	0.0303876370940777	Dom	H	0.0492123084421256	0.146305020572014	0.293919570911874			
SCR20	Hom	0.00144989698187466	Dom	H	0.00234808574488435	0.00698070755234258	0.0140238972006835			
SCR20	Hom	0.0378717613217284	Dom	H	0.0613327319146737	0.182338258223893	0.36630856828051			
SCR20	SCR01	0.172420048963109	Dom	D	0.279231603461285	0.830137556680632	1.66770541095207			
SCR20	SCR01	0.000685018156769602	Dom	D	0.00110937631363157	0.0032981042654979	0.0066257288146897			
SCR20	SCR01	0.617480424227894	Dom	D	1	2.97293553591519	5.97248087351008			
SCR20	SCR01	0.0343551378664121	Dom	D	0.0556376146002851	0.165407041578741	0.332294589047928			
SCR20	SCR01	0.000420575011777545	Dom	D	0.000681114728946165	0.0020249101817193	0.00406794469129697			
SCR20	SCR01	0.420842253807261	Dom	D	0.681547523281387	2.02619685137822	4.07052954718625			
SCR20	SCR02	0.181388977738568	Dom	D	0.293756644942031	0.873319568659385	1.75445594338277			
SCR20	SCR02	0.00133487450017206	Dom	D	0.00216180861416166	0.00642691765088878	0.0129113606002699			
SCR20	SCR02	0.179134975705066	Dom	D	0.290106323498528	0.862467398322483	1.73265446837929			
SCR20	SCR02	0.0193508684289602	Dom	D	0.0313384322315267	0.0931671388209757	0.187168187108585			
SCR20	SCR02	0.000705468822322891	Dom	D	0.00114249585030168	0.00339656651299751	0.00682353461399143			
SCR20	SCR02	0.034908338266803	Dom	D	0.0565335140955324	0.168070493024771	0.33764533164788			
SCR20	SCR03	0.116258527851588	Dom	D	0.188278888350119	0.559740997838678	1.12449205955683			
SCR20	SCR03	0.00337079023537858	Dom	D	0.00545894266946756	0.0162290846505838	0.032603430682983			
SCR20	SCR03	0.232075540930959	Dom	D	0.375842750353016	1.11735626844058	2.24471363793081			
SCR20	SCR03	0.00827024104731635	Dom	D	0.0133935275076252	0.0398180938786764	0.0799925868681224			
SCR20	SCR03	0.000492285275125061	Dom	D	0.000797248391705083	0.00237016807465128	0.00476155077089528			
SCR20	SCR03	0.013112386179101	Dom	D	0.0212353066827939	0.0631311978533353	0.126827463006107			
SCR20	SCR04	0.111170327318084	Dom	D	0.180038626256197	0.535243229834403	1.07527725180817			
SCR20	SCR04	0.00398832861604373	Dom	D	0.00645903652902161	0.0192022992249027	0.0385764721308845			
SCR20	SCR04	0.318760949847619	Dom	D	0.516228429826261	1.53471384368019	3.08316442349948			
SCR20	SCR04	0.00379082966568136	Dom	D	0.00613919003249612	0.018251416209344	0.0366661950479268			
SCR20	SCR04	0.00211518563579282	Dom	D	0.00342551043369136	0.0101838216969693	0.0204587955472309			
SCR20	SCR04	0.0409747885980169	Dom	D	0.0663580366118527	0.197278165136938	0.396322104467972			
SCR20	SCR10	0.11677634174582	Dom	D	0.189117479945763	0.562234076593487	1.1295005318225			
SCR20	SCR10	0.00162520855700498	Dom	D	0.00263200013026674	0.00782476671780341	0.0157195704370942			
SCR20	SCR10	0.301005709425099	Dom	D	0.487474092480714	1.44922905237392	2.91142969367275			
SCR20	SCR10	0.0273547168847058	Dom	D	0.0443005410558732	0.131702652765275	0.264584134142351			
SCR20	SCR10	0.000789665775934323	Dom	D	0.00127885151488281	0.00380194311375408	0.00763791621269698			
SCR20	SCR10	0.0776614679306258	Dom	D	0.12577154656803	0.37391070019911	0.751168156309344			
SCR20	SCR12	0.159428191149626	Dom	D	0.258191490603086	0.767586657484828	1.54204373932999			
SCR20	SCR12	0.000881382805400682	Dom	D	0.001427385826041	0.00424352604569896	0.00852503454514928			
SCR20	SCR12	0.311756873752406	Dom	D	0.504885436882037	1.50099185687268	3.01541861509175			
SCR20	SCR12	0.0218765465953931	Dom	D	0.0354287289718501	0.105327327352721	0.211597406157147			
SCR20	SCR12	0.00202898848868022	Dom	D	0.00328591548666064	0.00976881491830748	0.0196250673960512			
SCR20	SCR12	0.044862120979748	Dom	D	0.0726535113009359	0.215994205555568	0.433921706638188			
SCR20	SCR13	0.0835148992223138	Dom	C	0.135251088043385	0.402092765915374	0.807784536460546			
SCR20	SCR13	0.00174983125161559	Dom	C	0.00283382465736238	0.00842477802642531	0.0169249635649781			
SCR20	SCR13	0.0742262833983298	Dom	C	0.120208318330323	0.357371581276824	0.717941882064667			
SCR20	SCR13	0.0136046692472595	Dom	C	0.0220325515003507	0.0655013553022743	0.131588992430471			
SCR20	SCR13	0.0011858630943634	Dom	C	0.00192048694636145	0.0057094838890992	0.0114700715549695			
SCR20	SCR13	0.0142306963277198	Dom	C	0.0230463926779769	0.0685154397670132	0.13764413947262			
SCR20	SCR29	0.119370264762421	Dom	D	0.193318298165781	0.574722838359699	1.15458983829465			
SCR20	SCR29	0.000581259927349039	Dom	D	0.0009413414653199	0.00279854749368001	0.00562214389706505			
SCR20	SCR29	0.207334519582232	Dom	D	0.335775048806585	0.998237574670755	2.00541005679924			
SCR20	SCR29	0.0293686474851307	Dom	D	0.0475620705253185	0.141398969626424	0.284063556517002			
SCR20	SCR29	0.000831824318718172	Dom	D	0.00134712662309627	0.00400492060918032	0.00804568799063866			
SCR20	SCR29	0.0382239261010453	Dom	D	0.0619030573298595	0.184033798917735	0.369714825914384			
SCR29	SCR01	0.102442412808966	Unk	D*	0.610690533174451	1.2504223069546	1.50721694085067			
SCR29	SCR01	0.0133499541068095	Unk	D*	0.0795831567003896	0.162950871169971	0.196415492740144			
SCR29	SCR01	0.052648187082683	Unk	D*	0.313851934551252	0.64262902194299	0.77460338252742			
SCR29	SCR01	0.070725806780031	Unk	D*	0.421618150796914	0.863286250783927	1.04057617554342			
SCR29	SCR01	0.0103144143406929	Unk	D*	0.0614873763745308	0.125898770061437	0.151754137792866			
SCR29	SCR01	0.0495211784743636	Unk	D*	0.295210880500556	0.604460443024674	0.728596262825605			
SCR29	SCR02	0.167748486744107	Unk	R	1	2.0475547581436	2.46805355409058			
SCR29	SCR02	0.0966606160181935	Unk	R	0.576223475360735	1.17984911872891	1.42215039631449			
SCR29	SCR02	0.0743608950486569	Unk	R	0.443288022991773	0.907656500704875	1.09405858063063			
SCR29	SCR02	0.0503159180670773	Unk	R	0.299948566116319	0.61416111374982	0.740289124647755			
SCR29	SCR02	0.040896633740695	Unk	R	0.243797333343943	0.499188389911111	0.601704875037323			
SCR29	SCR02	0.0615749613399364	Unk	R	0.367067164271153	0.751590118761677	0.905941419369368			
SCR29	SCR03	0.0478611874091994	Unk	D*	0.28531516640272	0.584198426538423	0.704173110476178			
SCR29	SCR03	0.019572881853502	Unk	D*	0.116679930969271	0.238908547835997	0.287972318319751			
SCR29	SCR03	0.0243488931143906	Unk	D*	0.145151193831833	0.297205017580594	0.358240919817147			
SCR29	SCR03	0.0583145619710504	Unk	D*	0.34763092712727	0.711793358917312	0.85797174520826			
SCR29	SCR03	0.0158431168717192	Unk	D*	0.0944456619503649	0.193382664512492	0.233096951645035			
SCR29	SCR03	0.0325770550262851	Unk	D*	0.19420178183771	0.397638782441769	0.479300397875284			
SCR29	SCR04	0.000478232567181116	Rec	R	0.00285089049960039	0.00583735440740316	0.0070361504298618			
SCR29	SCR04	0.00035992900812771	Rec	R	0.0021456468258743	0.00439332936761463	0.00529557127442223			
SCR29	SCR04	0.000804288102800366	Rec	R	0.00479460720278969	0.00981722079150161	0.0118333473473134			
SCR29	SCR04	0.000605326025360833	Rec	R	0.00360853344855642	0.00738866983251203	0.0089060538027644			
SCR29	SCR04	0.000671651278388547	Rec	R	0.00400391855345391	0.00819824248534399	0.00988188541614112			
SCR29	SCR04	0.00192623575096359	Rec	R	0.0114828800447063	0.0235118256727306	0.0283403629055332			
SCR29	SCR10	0.000199683119765083	Unk	R	0.0011903721079147	0.00243735207352216	0.00293790211162916			
SCR29	SCR10	0.0000394394784740445	Unk	R	0.000235110785435625	0.000481402207409593	0.000580266009599421			
SCR29	SCR10	0.000644290972057078	Unk	R	0.00384081540502905	0.00786427985771848	0.00947933811098779			
SCR29	SCR10	0.000419221404510622	Unk	R	0.00249910692279523	0.00511705827087899	0.00616792972285714			
SCR29	SCR10	0.000383097704051148	Unk	R	0.0022837625035363	0.0046761287805857	0.00563644816355157			
SCR29	SCR10	0.000862014644815093	Unk	R	0.00513873276323535	0.0105218367201909	0.0126826676598247			
SCR29	SCR12	0.000698091541469594	Rec	R	0.00416153704286169	0.0085209749733023	0.0102708962891144			
SCR29	SCR12	0.000271682215616974	Rec	R	0.00161958072403606	0.00331618021769769	0.00399721196209379			
SCR29	SCR12	0.00071488559372345	Rec	R	0.00426165152126813	0.00872596484992247	0.0105179841833613			
SCR29	SCR12	0.000597668207769906	Rec	R	0.00356288285736743	0.00729519774731094	0.00879338569893407			
SCR29	SCR12	0.000318323114800119	Rec	R	0.00189762137935531	0.003885483684454	0.00468343118963615			
SCR29	SCR12	0.000881619958856338	Rec	R	0.0052556060323883	0.0107611411385449	0.0129711171471358			
SCR29	SCR13	0.000110397873237437	Rec	R	0.000658115464289369	0.00134752745031358	0.00162426421064135			
SCR29	SCR13	0.000238289004095758	Rec	R	0.00142051358388262	0.00290857934768648	0.00350590359933545			
SCR29	SCR13	6.10199479320257E-10	Rec	R	3.63758559712726E-09	7.44815569755256E-09	8.97775606129863E-09			
SCR29	SCR13	0.000305826278960969	Rec	R	0.00182312392139485	0.00373294605993745	0.00449956747374612			
SCR29	SCR13	0.000241615394632619	Rec	R	0.00144034321454829	0.00294918160230821	0.00355484418977616			
SCR29	SCR13	5.73296292379926E-10	Rec	R	3.4175944207143E-09	6.99771171753858E-09	8.43480605648404E-09			
SCR29	SCR20	0.000675737458193261	Rec	R	0.00402827752016666	0.00824811880354015	0.0099420046505105			
SCR29	SCR20	0.000480706827079812	Rec	R	0.0028656403190874	0.00586755547047556	0.00707255377426892			
SCR29	SCR20	0.000537092237690964	Rec	R	0.00320177098533398	0.00655580141550672	0.00790214225973763			
SCR29	SCR20	0.000795763574077221	Rec	R	0.00474378988164062	0.00971316954378673	0.0117079274772421			
SCR29	SCR20	0.000534247780869824	Rec	R	0.00318481430884557	0.00652108169188058	0.00786029227406485			
SCR29	SCR20	0.00106864619263744	Rec	R	0.0063705265745116	0.0130440019995215	0.0157228007536518			
